pessoa_id,nome,cpf,genero,data_nascimento,email,telefone,cidade,uf,cep,opt_in
PES-02336,Ana Marques Santos,60392336804,F,1966-07-04,ana.santos212@hotmail.com,61987461368,Brasília,DF,77936745,True
PES-02337,Isabela Nunes Martins,94991522706,F,1952-06-02,isabela.martins871@outlook.com,11984551039,São Paulo,SP,01447339,True
PES-02338,Mariana Guimarães,89977238391,F,1985-01-03,mariana_gui822@outlook.com,11963196598,São Paulo,SP,02911373,True
PES-02339,Márcio Freitas,79069358883,M,1962-07-21,marcio_fre418@bol.com.br,11960441069,Santo André,SP,08357139,True
PES-02340,Rafael Marques Guimarães Barbosa,33267173264,M,2000-05-08,rafaelbarbosa658@yahoo.com.br,41985828984,Curitiba,PR,88999660,False
PES-02341,Rafael Nascimento Souza,19185550361,M,1990-01-24,rafaelsouza603@hotmail.com,21975807173,Rio de Janeiro,RJ,27010665,True
PES-02342,Luíza Peixoto Costa,42073892299,F,1981-09-04,luiza.costa286@uol.com.br,51985254686,Porto Alegre,RS,95700756,True
PES-02343,Vitória Magalhães Conceição,89769379964,F,1943-02-11,vitoriaconceicao297@uol.com.br,11962977290,São Paulo,SP,06289734,True
PES-02344,Fernanda Brandão Costa,16906242644,F,1980-10-22,fernanda.costa25@bol.com.br,48964855009,Florianópolis,SC,84332368,True
PES-02345,Otávio Santos Cardoso,15746044148,M,1993-10-31,otavio.cardoso466@gmail.com,31984352731,Belo Horizonte,MG,35542270,True
PES-02346,Bruno Martins Marques Brandão,47253084802,M,1988-05-08,bruno_bra293@hotmail.com,16996196745,Ribeirão Preto,SP,14723115,True
PES-02347,Débora Conceição Machado,65323144041,F,1956-04-12,debora_mac950@outlook.com,11966562341,Santo André,SP,08889823,False
PES-02348,Eduardo Costa Dias,41847931774,M,1988-02-03,eduardo_dia825@uol.com.br,19973612923,Campinas,SP,16741576,False
PES-02349,Cláudia Alves Brandão,24348855196,F,1976-03-21,claudiabrandao811@bol.com.br,16995945493,Ribeirão Preto,SP,19242160,True
PES-02350,Fernando Guimarães Gomes,68513133914,M,1987-04-14,fernando.gomes831@outlook.com,21988213441,Rio de Janeiro,RJ,29058538,True
PES-02351,João Andrade,53580407147,M,1987-07-20,joao.andrade204@yahoo.com.br,11972406642,São Paulo,SP,09421860,True
PES-02352,Sônia Moreira,98239855709,F,1946-01-18,soniamoreira615@yahoo.com.br,16968848538,Ribeirão Preto,SP,13524091,False
PES-02353,Eduardo Moreira,11163352551,M,1937-11-20,eduardomoreira796@outlook.com,21995088081,Rio de Janeiro,RJ,22774116,False
PES-02354,Júlia Guimarães Nascimento Moreira,66509032210,F,1961-03-30,julia.moreira243@yahoo.com.br,62991785601,Goiânia,GO,71749633,False
PES-02355,Antônio Guimarães Araújo,98802822301,M,1951-07-25,antonio_ara900@yahoo.com.br,41982701037,Curitiba,PR,81043320,True
PES-02356,Priscila Brandão Barbosa,07015087367,F,1971-12-24,priscilabarbosa633@yahoo.com.br,71984781829,Salvador,BA,48204443,False
PES-02357,Aline Cardoso,64347018100,F,1978-02-26,aline.cardoso467@hotmail.com,41990501954,Curitiba,PR,81282138,True
PES-02358,Mateus Lima,72076686940,M,1971-06-01,mateus_lim846@yahoo.com.br,11986641476,Santo André,SP,05029305,True
PES-02359,Camila Araújo Gomes,88742887275,F,1958-04-23,camilagomes16@yahoo.com.br,51999802025,Porto Alegre,RS,93068195,True
PES-02360,Lucas Assunção Pereira Santos,65010031132,M,1988-09-26,lucas_san453@outlook.com,71980265543,Salvador,BA,48688192,True
PES-02361,Aline Oliveira,18123420129,F,1995-11-27,aline.oliveira86@uol.com.br,41985599054,Curitiba,PR,86856747,True
PES-02362,Tânia Assunção Souza Alves,55922869531,F,1998-09-18,tania_alv16@hotmail.com,11976183476,São Paulo,SP,01300614,False
PES-02363,Gustavo Souza,74431752056,M,1954-11-03,gustavosouza371@gmail.com,21976324408,Niterói,RJ,25215535,False
PES-02364,Gustavo Machado Nunes Moreira,95327587207,M,1999-05-31,gustavo.moreira555@uol.com.br,21984603930,Rio de Janeiro,RJ,29208759,False
PES-02365,Cecília Guimarães Nunes Cardoso,41770658629,F,1965-01-07,cecilia.cardoso7@bol.com.br,11988871428,São Paulo,SP,08492309,True
PES-02366,Rodrigo Santos Alves,49705807159,M,1996-11-09,rodrigo_alv167@outlook.com,61979797466,Brasília,DF,74134372,True
PES-02367,Daniel Pereira Martins,14401658230,M,1992-12-14,danielmartins176@bol.com.br,11999261305,São Paulo,SP,09573392,False
PES-02368,Joana Souza,12170781501,F,1998-01-18,joana_sou804@bol.com.br,11960257491,São Paulo,SP,02291491,True
PES-02369,Camila Melo Ribeiro,53673145703,F,1988-10-02,camila.ribeiro350@yahoo.com.br,19961031115,Campinas,SP,17168045,False
PES-02370,José Peixoto Melo Nunes,73218099358,M,1976-10-09,jose_nun189@gmail.com,61989018024,Brasília,DF,72701348,True
PES-02371,Márcia Andrade Melo,93884608207,F,2000-11-21,marciamelo965@uol.com.br,71976469271,Salvador,BA,41267691,True
PES-02372,Marcelo Oliveira Souza,80510359337,M,1961-11-23,marcelo_sou184@gmail.com,31962967394,Belo Horizonte,MG,34601879,True
PES-02373,Leonardo Peixoto Andrade,97722003761,M,2001-11-02,leonardo_and267@uol.com.br,31994325279,Belo Horizonte,MG,36220875,False
PES-02374,Eduardo Machado Andrade,52375560000,M,2000-05-01,eduardoandrade413@uol.com.br,71978259861,Salvador,BA,48325633,False
PES-02375,Camila Ferreira Barbosa,99248530672,F,2002-07-26,camila_bar810@gmail.com,51988577526,Porto Alegre,RS,94419705,False
PES-02376,Lúcia Melo,10025065300,F,1995-11-20,lucia_mel902@bol.com.br,71969228115,Salvador,BA,41465566,True
PES-02377,César Conceição Moreira,91384604081,M,1933-12-31,cesar.moreira55@bol.com.br,21996026056,Niterói,RJ,26174499,True
PES-02378,Luíza Peixoto Nascimento Moreira,50925216518,F,1978-07-30,luiza_mor68@gmail.com,11967044933,São Paulo,SP,03047888,False
PES-02379,André Mendes,51023056380,M,1949-09-21,andre.mendes372@yahoo.com.br,11983256205,São Paulo,SP,06254210,True
PES-02380,Henrique Machado,72340066301,M,1944-10-17,henriquemachado649@outlook.com,19996155417,Campinas,SP,12203959,True
PES-02381,Ana Ribeiro Ferreira,43317009683,F,1998-06-10,ana_fer265@yahoo.com.br,21960638103,Rio de Janeiro,RJ,24447922,True
PES-02382,Cláudia Rocha Souza,51314725122,F,1977-10-10,claudiasouza669@gmail.com,31973751176,Belo Horizonte,MG,34162524,True
PES-02383,Patrícia Cardoso Peixoto,52802328824,F,1990-10-22,patricia.peixoto397@hotmail.com,61964848281,Brasília,DF,74558709,True
PES-02384,Camila Alves,45628580791,F,1987-05-09,camilaalves523@bol.com.br,81989741006,Recife,PE,51671571,False
PES-02385,Beatriz Lima Rodrigues Nascimento,62289048925,F,1980-10-18,beatriznascimento160@hotmail.com,11976732398,São Paulo,SP,08027325,False
PES-02386,Júlia Freitas Conceição,89141277104,F,1984-11-28,julia.conceicao873@gmail.com,61961721673,Brasília,DF,78983316,True
PES-02387,Lúcia Nunes,17384025761,F,1994-10-16,lucia.nunes240@gmail.com,11984903734,Guarulhos,SP,05211081,True
PES-02388,Isabela Peixoto,06333184500,F,1996-11-04,isabelapeixoto604@outlook.com,62985075338,Goiânia,GO,74134406,True
PES-02389,Beatriz Brandão Barbosa,93698571250,F,1973-11-19,beatriz.barbosa657@bol.com.br,61988325569,Brasília,DF,71552624,True
PES-02390,Gabriela Mendes Gomes,03190757100,F,1965-02-16,gabriela.gomes9@bol.com.br,21996488418,Rio de Janeiro,RJ,23173300,True
PES-02391,Eduardo Magalhães,67023582029,M,1992-09-04,eduardo_mag475@bol.com.br,48974116416,Florianópolis,SC,86331532,False
PES-02392,Paulo Brandão Dias,72937041000,M,1989-05-02,paulo_dia868@gmail.com,11976491194,São Paulo,SP,04057018,False
PES-02393,Rodrigo Freitas Guimarães,17297992640,M,2002-01-13,rodrigoguimaraes856@outlook.com,41964795800,Curitiba,PR,81981420,True
PES-02394,Débora Moreira,54945652201,F,2001-05-26,debora.moreira889@hotmail.com,31985788416,Belo Horizonte,MG,36715008,True
PES-02395,Letícia Santos Melo,54150197580,F,1984-10-21,leticia_mel664@outlook.com,21961986014,Rio de Janeiro,RJ,27996654,False
PES-02396,Priscila Andrade Freitas Brandão,42426815264,F,2001-09-27,priscilabrandao127@bol.com.br,11996411487,São Paulo,SP,09063557,True
PES-02397,Vitória Peixoto Magalhães,09328246768,F,1996-06-20,vitoriamagalhaes438@gmail.com,81984183783,Recife,PE,57115161,True
PES-02398,Paulo Guimarães Souza,00749241411,M,2000-10-16,paulo.souza212@gmail.com,11964735551,São Paulo,SP,03859281,True
PES-02399,Tânia Guimarães Pereira,37465673437,F,1988-04-09,taniapereira83@uol.com.br,71993538423,Salvador,BA,45166078,False
PES-02400,Débora Ferreira Pereira,61141636212,F,1967-05-10,debora.pereira926@bol.com.br,11985956704,São Paulo,SP,09706955,True
PES-02401,Joana Silva Melo,84644379352,F,1986-04-25,joana_mel919@hotmail.com,11993411066,Guarulhos,SP,05267430,True
PES-02402,Camila Barbosa Nascimento Carvalho,51775123120,F,1997-01-19,camilacarvalho345@uol.com.br,19971928000,Campinas,SP,18527421,True
PES-02403,Lucas Freitas,00937055735,M,2003-02-13,lucas_fre72@bol.com.br,11962619009,São Paulo,SP,07890479,False
PES-02404,Raquel Ferreira Freitas,40812499204,F,1972-06-30,raquel_fre173@uol.com.br,11980103610,Santo André,SP,02759915,False
PES-02405,Renata Assunção Barbosa,35621033795,F,1998-02-24,renata.barbosa911@gmail.com,11971598444,São Paulo,SP,07644666,False
PES-02406,João Cardoso,82911309812,M,1983-10-02,joao.cardoso576@bol.com.br,21987679996,Rio de Janeiro,RJ,23087990,False
PES-02407,César Oliveira Nunes Martins,18010354236,M,1980-04-20,cesar_mar820@uol.com.br,62964148241,Goiânia,GO,78947537,True
PES-02408,Letícia Ferreira Pereira,95305751306,F,1988-08-26,leticia_per325@uol.com.br,51962605240,Porto Alegre,RS,95565400,False
PES-02409,Leonardo Costa,73854663625,M,1987-01-04,leonardo_cos338@yahoo.com.br,21961237340,Rio de Janeiro,RJ,21746093,True
PES-02410,Raquel Gomes Nascimento,37028282651,F,1969-10-23,raquel.nascimento29@yahoo.com.br,51978258965,Porto Alegre,RS,97704766,True
PES-02411,Luís Ribeiro Mendes,09545720921,M,1993-10-08,luis.mendes182@yahoo.com.br,41995597601,Curitiba,PR,83767021,False
PES-02412,Wagner Mendes Ribeiro,95907443545,M,1997-02-19,wagnerribeiro835@yahoo.com.br,21974614924,Rio de Janeiro,RJ,27802872,False
PES-02413,Eduardo Melo Rodrigues,51788077075,M,1987-09-10,eduardo.rodrigues311@gmail.com,11983506940,São Paulo,SP,02117791,False
PES-02414,Fernanda Nascimento Alves,83840819300,F,1970-08-14,fernandaalves968@uol.com.br,51987138019,Porto Alegre,RS,93145332,False
PES-02415,Camila Nunes Ferreira Machado,41419865854,F,1984-05-04,camila_mac445@hotmail.com,61969793427,Brasília,DF,71621913,True
PES-02416,Bruno Ribeiro,65786968650,M,1964-03-13,bruno_rib144@outlook.com,19960913603,Campinas,SP,19416942,False
PES-02417,Vinícius Freitas,30943754216,M,1953-07-01,viniciusfreitas251@outlook.com,21985466696,Niterói,RJ,23727582,False
PES-02418,Henrique Martins Martins Magalhães,95852318329,M,1991-06-06,henrique_mag454@outlook.com,11960736307,São Paulo,SP,02502020,True
PES-02419,Lúcia Freitas Conceição,72263119418,F,1973-01-05,luciaconceicao91@hotmail.com,31991334024,Belo Horizonte,MG,37262373,False
PES-02420,João Melo Barbosa,44955758134,M,1933-12-31,joao.barbosa470@outlook.com,48968452592,Florianópolis,SC,86920428,True
PES-02421,Priscila Pereira Magalhães,23735248489,F,1959-07-24,priscilamagalhaes592@gmail.com,11974897373,São Paulo,SP,04568831,False
PES-02422,Fernando Gomes Guimarães,30605622531,M,1998-01-31,fernandoguimaraes189@bol.com.br,41999979357,Curitiba,PR,81679445,True
PES-02423,Otávio Mendes,84953997255,M,1997-08-12,otavio.mendes365@bol.com.br,11960231886,São Paulo,SP,06041970,False
PES-02424,Sônia Conceição Rodrigues,48016374930,F,1989-07-26,soniarodrigues307@bol.com.br,19999917135,Campinas,SP,14564641,True
PES-02425,Mateus Silva,80499199782,M,1991-03-31,mateus.silva982@bol.com.br,11976555417,São Paulo,SP,04328471,False
PES-02426,Bruno Assunção Lima,64942293448,M,1979-03-19,brunolima949@bol.com.br,21979971543,Rio de Janeiro,RJ,27494042,True
PES-02427,Camila Lima Carvalho,91696815541,F,1962-09-17,camilacarvalho62@hotmail.com,71981437849,Salvador,BA,45173227,True
PES-02428,Mateus Peixoto Conceição,84273845997,M,1961-05-17,mateus_con806@gmail.com,48971296982,Florianópolis,SC,87252257,True
PES-02429,Renata Guimarães,19997076052,F,1989-05-15,renata_gui327@hotmail.com,21991022517,Rio de Janeiro,RJ,24659381,True
PES-02430,Henrique Rodrigues Souza,26072799680,M,1984-08-22,henrique.souza908@uol.com.br,11994586661,Guarulhos,SP,05284086,False
PES-02431,Caio Conceição Mendes,77925681640,M,1970-04-20,caio_men478@gmail.com,11992835669,São Paulo,SP,02099398,False
PES-02432,Tânia Pereira,59613381341,F,1978-04-01,taniapereira201@uol.com.br,48969997925,Florianópolis,SC,89493328,True
PES-02433,Gabriela Andrade Araújo,90736731865,F,2000-10-10,gabrielaaraujo915@hotmail.com,16985959258,Ribeirão Preto,SP,12119665,True
PES-02434,Cecília Lima Dias,92721075551,F,1980-07-11,ceciliadias389@hotmail.com,62992399573,Goiânia,GO,75891460,False
PES-02435,Beatriz Moreira,16438030503,F,1993-10-08,beatrizmoreira205@gmail.com,11992534387,Santo André,SP,02103607,False
PES-02436,Priscila Nunes Peixoto Assunção,90201337568,F,1990-04-29,priscilaassuncao302@outlook.com,11985437915,São Paulo,SP,07002396,False
PES-02437,Débora Andrade,44261704439,F,1972-11-27,deboraandrade367@yahoo.com.br,11977001632,São Paulo,SP,02045794,False
PES-02438,Júlia Pereira Gomes,99821519750,F,1995-12-19,julia_gom900@outlook.com,51985231070,Porto Alegre,RS,92976381,False
PES-02439,Hélio Andrade Magalhães Dias,76227200387,M,1980-09-11,helio.dias908@uol.com.br,21997094405,Rio de Janeiro,RJ,29373755,False
PES-02440,Mateus Marques,73704518956,M,1988-03-06,mateusmarques836@yahoo.com.br,11991993583,São Paulo,SP,01935900,False
PES-02441,Simone Araújo Machado,66777263713,F,1985-10-29,simone.machado288@uol.com.br,81966945188,Recife,PE,59376052,True
PES-02442,Fernando Carvalho,74823122348,M,1982-05-25,fernandocarvalho605@gmail.com,21991115410,Niterói,RJ,27058352,True
PES-02443,Hélio Nascimento Cardoso Ferreira,11258624087,M,1985-09-20,helio.ferreira65@bol.com.br,31969995967,Belo Horizonte,MG,34684305,False
PES-02444,Aline Martins Pereira,13005563316,F,1996-11-29,aline.pereira281@yahoo.com.br,31993099984,Belo Horizonte,MG,32294511,True
PES-02445,Joana Guimarães Magalhães,01035805901,F,1958-01-03,joana.magalhaes623@hotmail.com,31987668494,Belo Horizonte,MG,36215697,True
PES-02446,Caio Marques,34998304852,M,1971-07-08,caiomarques687@bol.com.br,11963558200,Santo André,SP,02239449,False
PES-02447,Luís Peixoto Carvalho,04784472487,M,1999-12-21,luiscarvalho813@hotmail.com,19963959509,Campinas,SP,15936159,True
PES-02448,Paulo Mendes,15511303860,M,1985-01-12,paulo.mendes169@yahoo.com.br,11991194392,Guarulhos,SP,06178603,True
PES-02449,Sônia Costa Brandão,13434439625,F,1982-05-23,sonia_bra268@bol.com.br,61964862147,Brasília,DF,79180199,True
PES-02450,Wagner Gomes,84751084666,M,1970-01-22,wagnergomes615@bol.com.br,31966806617,Belo Horizonte,MG,34384823,False
PES-02451,Rafael Dias,01518252036,M,1970-12-26,rafaeldias239@yahoo.com.br,11977534429,São Paulo,SP,06793647,False
PES-02452,Priscila Machado Alves Peixoto,05498085230,F,1978-06-06,priscila.peixoto419@outlook.com,11967609917,São Paulo,SP,08922236,True
PES-02453,Priscila Assunção Ribeiro,20767586662,F,1971-11-19,priscila.ribeiro40@yahoo.com.br,11967558919,São Paulo,SP,07451020,False
PES-02454,Gabriela Peixoto,90834471701,F,1957-10-12,gabrielapeixoto409@uol.com.br,11961242519,Santo André,SP,04149737,False
PES-02455,Márcio Freitas Cardoso,60643501487,M,1980-03-04,marciocardoso126@gmail.com,31994764815,Belo Horizonte,MG,34526008,True
PES-02456,Cecília Martins Marques Melo,98137346716,F,1995-04-15,ceciliamelo496@bol.com.br,11988601665,São Paulo,SP,03160483,True
PES-02457,Vitória Peixoto Brandão,70646100190,F,1968-03-05,vitoria.brandao533@hotmail.com,31987702228,Belo Horizonte,MG,38364124,False
PES-02458,Helena Moreira,39130092566,F,1976-09-14,helenamoreira342@yahoo.com.br,32960307046,Juiz de Fora,MG,34820717,True
PES-02459,Leonardo Martins Oliveira,65367784720,M,1997-04-22,leonardo.oliveira515@outlook.com,21972993609,Rio de Janeiro,RJ,28268492,True
PES-02460,Otávio Alves Dias,53758090873,M,1969-02-24,otavio.dias431@bol.com.br,51967752146,Porto Alegre,RS,95472923,False
PES-02461,Natália Moreira Costa,75157165412,F,1983-11-29,nataliacosta882@outlook.com,41966174462,Curitiba,PR,85243136,False
PES-02462,César Cardoso,62086087756,M,1998-03-16,cesar_car362@uol.com.br,51994625175,Porto Alegre,RS,97492313,False
PES-02463,Isabela Guimarães Rodrigues,83844915001,F,1971-06-29,isabela.rodrigues340@bol.com.br,21988223633,Rio de Janeiro,RJ,25698476,True
PES-02464,Natália Nascimento Freitas,78439922272,F,1969-03-24,natalia.freitas237@hotmail.com,21974938788,Rio de Janeiro,RJ,21216247,False
PES-02465,André Andrade Santos Ferreira,07771173390,M,1998-11-26,andre.ferreira235@outlook.com,31979372319,Belo Horizonte,MG,38634271,True
PES-02466,Mariana Melo Araújo,49069365715,F,1984-11-07,mariana.araujo452@outlook.com,11973772095,São Paulo,SP,01046977,True
PES-02467,Bruno Ferreira Souza,12182547690,M,1981-03-09,bruno_sou218@yahoo.com.br,71998154757,Salvador,BA,41287873,False
PES-02468,César Freitas,32413779701,M,1954-05-14,cesar_fre525@hotmail.com,61995854584,Brasília,DF,78128771,False
PES-02469,Patrícia Brandão Lima,03915646504,F,1995-01-27,patricialima173@bol.com.br,71960286207,Salvador,BA,47786841,True
PES-02470,Mateus Freitas Souza Machado,53422337040,M,1980-12-14,mateusmachado635@uol.com.br,21963095722,Rio de Janeiro,RJ,21577789,False
PES-02471,Júlia Nascimento Ribeiro,08637770231,F,1977-06-23,julia_rib567@hotmail.com,11971276800,Guarulhos,SP,09211134,True
PES-02472,Mariana Rocha,56021799178,F,1988-04-22,mariana.rocha597@hotmail.com,21960336346,Rio de Janeiro,RJ,27501441,False
PES-02473,Priscila Assunção Martins Ferreira,15964515487,F,1997-10-01,priscila.ferreira398@outlook.com,21994004954,Rio de Janeiro,RJ,21663725,True
PES-02474,Lucas Lima Freitas,14719020135,M,1996-02-28,lucas_fre996@outlook.com,71960538277,Salvador,BA,49407528,True
PES-02475,Mateus Carvalho,16108989319,M,1993-10-20,mateus_car929@bol.com.br,41972617730,Curitiba,PR,84363660,False
PES-02476,Camila Assunção Andrade,69211611610,F,1985-05-19,camila.andrade676@bol.com.br,31968284170,Belo Horizonte,MG,32067591,False
PES-02477,Renata Martins Ribeiro,54232792597,F,1965-10-19,renataribeiro836@gmail.com,51964521659,Porto Alegre,RS,94364320,True
PES-02478,Joana Oliveira,90964790769,F,1979-04-22,joanaoliveira199@gmail.com,31966035490,Belo Horizonte,MG,31736743,False
PES-02479,Patrícia Andrade,13928632795,F,1982-01-13,patriciaandrade444@hotmail.com,61976921790,Brasília,DF,74725257,False
PES-02480,Rafael Nunes Melo,75707915257,M,1998-04-27,rafael.melo347@gmail.com,31980062439,Belo Horizonte,MG,32288281,False
PES-02481,Henrique Pereira Brandão,45878813920,M,1989-11-28,henrique.brandao814@outlook.com,11994312781,São Paulo,SP,01703421,True
PES-02482,Raquel Ferreira Assunção,34816532048,F,1973-03-13,raquel_ass233@gmail.com,41981355089,Curitiba,PR,87000428,True
PES-02483,Otávio Ferreira Nunes,26811755504,M,1991-04-24,otavionunes585@uol.com.br,61961939002,Brasília,DF,71845603,True
PES-02484,Priscila Marques Mendes,32891230060,F,1997-04-25,priscila.mendes242@uol.com.br,11995456568,São Paulo,SP,05575052,True
PES-02485,Camila Carvalho Conceição,40435446509,F,1991-11-25,camilaconceicao340@bol.com.br,19992605856,Campinas,SP,19622059,True
PES-02486,José Magalhães Carvalho,81167002601,M,1998-10-30,josecarvalho882@bol.com.br,41994804232,Curitiba,PR,84640562,True
PES-02487,Hélio Cardoso Cardoso,39567431051,M,1986-04-14,heliocardoso904@bol.com.br,31978097352,Belo Horizonte,MG,39677097,True
PES-02488,Antônio Souza Mendes,70413633683,M,1976-08-19,antonio_men832@hotmail.com,11988326387,São Paulo,SP,04367986,True
PES-02489,Vinícius Nunes Santos,61098047702,M,1953-09-18,viniciussantos608@hotmail.com,31967497725,Belo Horizonte,MG,33413375,False
PES-02490,Débora Brandão,96489990741,F,1991-03-02,debora_bra499@bol.com.br,11989784013,São Paulo,SP,03759104,True
PES-02491,Mateus Silva,73425359150,M,1950-12-11,mateussilva991@outlook.com,41965647388,Curitiba,PR,89020522,False
PES-02492,César Brandão Santos,30851171486,M,1975-09-06,cesar_san564@bol.com.br,16998717289,Ribeirão Preto,SP,14597627,True
PES-02493,Simone Oliveira Guimarães,24621261711,F,1987-10-01,simoneguimaraes474@hotmail.com,11988025242,São Paulo,SP,03974604,False
PES-02494,Marcelo Pereira,55208020840,M,1985-12-12,marcelopereira873@bol.com.br,11960429248,São Paulo,SP,03161878,True
PES-02495,Simone Nunes,28398363606,F,1969-05-16,simone_nun66@gmail.com,11960386491,São Paulo,SP,09330982,False
PES-02496,Joana Nascimento,39364932439,F,1958-11-17,joananascimento554@hotmail.com,81983758562,Recife,PE,55982272,True
PES-02497,Letícia Ribeiro Freitas,37588468629,F,1996-10-16,leticia_fre978@bol.com.br,21982344850,Rio de Janeiro,RJ,27522101,False
PES-02498,André Machado,96106678480,M,1963-09-16,andremachado242@gmail.com,11991153929,São Paulo,SP,09100964,False
PES-02499,Priscila Brandão Ferreira,61729063640,F,1973-10-01,priscila_fer47@bol.com.br,19967721508,Campinas,SP,18666499,True
PES-02500,Vitória Melo Costa,34158362156,F,1987-01-25,vitoria.costa623@uol.com.br,32965877678,Juiz de Fora,MG,38090177,False
PES-02501,Isabela Ribeiro,91527336611,F,2002-12-13,isabela_rib846@hotmail.com,11993525743,São Paulo,SP,07886470,True
PES-02502,Fábio Rodrigues Brandão Peixoto,40614542936,M,2001-03-13,fabio_pei800@outlook.com,41982384678,Curitiba,PR,88698583,False
PES-02503,Gustavo Oliveira Alves,28279915192,M,1986-05-30,fabio.peixoto852@bol.com.br,51985113346,Porto Alegre,RS,96016706,False
PES-02504,João Magalhães Rocha,19039606498,M,1961-02-13,joao_roc43@outlook.com,11979985228,São Paulo,SP,08062509,False
PES-02505,José Guimarães Rodrigues,49763451574,M,1997-06-20,joserodrigues146@uol.com.br,31987422064,Belo Horizonte,MG,31634958,False
PES-02506,Beatriz Rodrigues,25272913760,F,1960-09-03,beatriz_rod653@outlook.com,51979873523,Porto Alegre,RS,97255598,True
PES-02507,Eduardo Gomes Cardoso,69544718605,M,1979-05-02,eduardo.cardoso424@outlook.com,21982869894,Rio de Janeiro,RJ,28031351,True
PES-02508,Luís Souza,63594715663,M,1988-12-14,luis_sou70@yahoo.com.br,11975176064,São Paulo,SP,04073272,False
PES-02509,Aline Carvalho,08793955162,F,1992-02-13,aline_car143@hotmail.com,21960903657,Rio de Janeiro,RJ,21195498,True
PES-02510,Mariana Carvalho Barbosa,53218802989,F,1984-08-19,mariana.barbosa473@bol.com.br,32982484857,Juiz de Fora,MG,37738123,False
PES-02511,Natália Andrade,91273387708,F,1964-09-11,natalia.andrade937@gmail.com,11990602089,São Paulo,SP,01841575,True
PES-02512,Wagner Guimarães Dias,24138705988,M,1987-03-07,wagner_dia774@hotmail.com,41961809796,Curitiba,PR,85199389,False
PES-02513,Beatriz Assunção,25544139326,F,1991-08-07,beatrizassuncao288@uol.com.br,16965732739,Ribeirão Preto,SP,11574046,False
PES-02514,Bruno Brandão Ribeiro,31566527414,M,1989-10-01,bruno.ribeiro642@uol.com.br,11998586779,São Paulo,SP,04586604,False
PES-02515,Simone Silva Conceição,58722359257,F,1997-05-07,simone_con898@hotmail.com,11960983434,São Paulo,SP,06877209,False
PES-02516,Cláudia Martins,58419696250,F,1982-07-13,claudiamartins859@gmail.com,61995152977,Brasília,DF,73692762,True
PES-02517,Júlia Lima Rodrigues,42545996173,F,1978-05-08,julia_rod124@outlook.com,62988858533,Goiânia,GO,73716525,True
PES-02518,Thiago Rocha Cardoso,25543006829,M,1950-06-15,thiago.cardoso201@uol.com.br,19988099791,Campinas,SP,18521452,False
PES-02519,Fábio Machado,31271237288,M,1988-09-11,fabiomachado16@hotmail.com,31994612580,Belo Horizonte,MG,33651263,True
PES-02520,Priscila Andrade,67531785463,F,1994-08-11,priscila_and532@outlook.com,11976213130,São Paulo,SP,03809094,True
PES-02521,Cecília Dias,90688919448,F,1999-09-25,ceciliadias643@yahoo.com.br,41985396672,Curitiba,PR,86101664,False
PES-02522,Ana Ribeiro,54349024166,F,1964-08-06,ana.ribeiro802@hotmail.com,11977144892,São Paulo,SP,04899618,True
PES-02523,Aline Martins Silva Andrade,40404795307,F,1968-12-20,aline_and41@outlook.com,16963336731,Ribeirão Preto,SP,17000294,False
PES-02524,Fábio Pereira Nunes Pereira,30106451987,M,1985-06-01,fabiopereira108@hotmail.com,16999773989,Ribeirão Preto,SP,18616556,False
PES-02525,Paulo Alves Machado,00093699107,M,1993-10-17,paulomachado263@yahoo.com.br,11994317605,Guarulhos,SP,03676540,True
PES-02526,Luís Cardoso,18372553424,M,1973-10-24,luiscardoso586@outlook.com,19967206617,Campinas,SP,15204840,False
PES-02527,Ana Silva Martins Santos,71200287401,F,1979-07-15,ana_san789@bol.com.br,81977567758,Recife,PE,56667165,True
PES-02528,André Nunes Santos,29265219874,M,1997-08-01,andre_san779@hotmail.com,11963969239,São Paulo,SP,02206448,True
PES-02529,Gabriela Moreira Cardoso,63902217545,F,1933-12-31,gabrielacardoso578@bol.com.br,19976967729,Campinas,SP,11532308,False
PES-02530,Márcia Nunes Santos Santos,81589097874,F,1993-07-12,marciasantos52@outlook.com,21972916853,Rio de Janeiro,RJ,29189490,True
PES-02531,Isabela Freitas,32176466144,F,1977-05-22,isabela_fre686@hotmail.com,31997481023,Belo Horizonte,MG,33040499,True
PES-02532,Leonardo Brandão Silva,72081577828,M,1974-12-15,leonardosilva883@outlook.com,11983425578,São Paulo,SP,09667168,False
PES-02533,Raquel Oliveira Santos,98767087086,F,1996-11-13,raquel.santos723@hotmail.com,11982779766,São Paulo,SP,07701759,True
PES-02534,César Lima Melo,33688000781,M,2006-05-30,cesar_mel111@hotmail.com,21988668842,Rio de Janeiro,RJ,28944447,True
PES-02535,Luís Oliveira Lima Moreira,16722401820,M,1997-04-17,luismoreira456@bol.com.br,51990404896,Porto Alegre,RS,95878688,False
PES-02536,Vitória Mendes,98937001403,F,1951-08-05,vitoria.mendes399@uol.com.br,81964892272,Recife,PE,59857103,False
PES-02537,Raquel Mendes Moreira,11586752324,F,1985-10-10,raquel_mor879@yahoo.com.br,11994436209,São Paulo,SP,08158790,False
PES-02538,Tânia Souza,19618709167,F,1991-05-27,tania_sou781@uol.com.br,51997117786,Porto Alegre,RS,91296901,False
