COD_CLIENTE;NOME_CLIENTE;CPF;DT_NASC;SEXO;EMAIL;FONE;ENDERECO;BAIRRO;CIDADE;UF;CEP;ACEITA_MKT;DT_ATUALIZACAO
102722;JOANA SOUZA ALVES;97737460977;01/01/1900;F;joanaalves609@gmail.com;1181811862;RUA SÃO JOÃO, N. 2098;BOA VISTA;São Paulo;São Paulo;07475625;N;03/09/2022
102723;SIMONE  CONCEICAO ;71925781348;08/02/1991;F;simone_con870@yahoo.com.br;48990027050;RUA Brasil, nº 2186;PARQUE INDUSTRIAL;Florianópolis;Santa Catarina;88730939;S;20/04/2025
102724;THIAGO NUNES FERREIRA;5082262955;06/10/1975;M;thiago.ferreira745@hotmal.com;11 983543373;ALAMEDA PAULISTA, N. 1949;JARDIM AMÉRICA;São Paulo;SP;02725627;;31/08/2024
102725;CAIO ASSUNÇÃO ALVES;75469928500;25/04/2001;M;caioalves472@yahoo.com.br;11 961415275;Rua Dom Pedro II, N. 180;VILA NOVA;santo andré ;SP;09407697;N;10/08/2020
102726;LUIZA FERITAS ROCHA;590.596.806-34;09/04/1988;;luizarocha658@uol.com.br;62 994141088;RUA DAS PALMEIRAS, N. 332;BOA VISTA;GOIANIA;GO;78589-473;N;10/12/2020
102727;ANDRE NASCIMENTO NUNES MENDES;04006853530;28/08/1996;M;andre.mendes82@outlook.com;31 992684073;RUA GETÚLIO VARGAS, Nº 2048 - APTO 12;SANTA CECÍLIA;Belo Horizonte;;37923-690;S;08/07/2024
102728;SRA. HELIO SANTOS;139.364.940-88;18/06/1984;M;helio.santos628@gmail.com;32 977175841;RUA DOM PEDRO II, Nº 47;VILA MARIANA;Juiz de Fora;MG;32737145;S;27/05/2022
102729;FERNANDO MARQUES MACHADO;05085402525;09/12/1992;M;fernando.machado271@hotmail.com;11 978919200;RUA da Liberdade, 1870;SÃO JOSÉ;santo andré ;SP;04347396;N;31/01/2025
102730;ANTONIO SOUZA LIMA;89354882161;27/05/1976;;antoniolima315@uol.com.br;1170012250;Rua Getúlio Vargas, 1148;SANTA CECÍLIA;São Paulo;SP;06028-542;;07/04/2020
102731;ALINE MARTINS FREITAS ALVES;75863869518;21/05/1961;F;alinealves245@outlook.con;(11) 97436-8579;R. Tiradentes, 1959;SÃO JOSÉ;Guarulhos;São Paulo;07749899;S;27/11/2025
102732;LUIS ANDRADE DIAS;13166044525;21/05/1983;M;luisdias920@bol.com.br;21 991735707;PRACA DOM PEDRO II, N. 440;JARDIM DAS FLORES;Niterói;rj;26344749;;09/06/2022
102733;RODRIGO ANDRADE SOUZA;09015283311;22/01/2002;M; RODRIGO.SOUZA402@GMAIL.COM ;(71) 98783-5520;Rua XV de Novembro, nº 2441;JARDIM AMÉRICA;Salvador;Bahia;45463-421;;07/04/2020
102734;MATEUS SILVA SOUZA CARVALHO;268.210.516-58;14/12/1961;M;;41975828675;RUA São João, N. S/N;SANTO ANTÔNIO;Curitiba;Paraná;83671626;S;11/11/2021
102735;CAMILA LIMA MELO;83487646900;31/03/1987;F;camila_mel660@bol.com.br;(31) 98894-7005;Avenida da Liberdade, 1752 - Apto 12;SÃO JOSÉ;B. Horizonte;MG;38051574;;03/12/2022
102736;BEATRIZ CARVALHO;03565873396;23/04/1979;F;beatriz_car381@hotmail.com;11980951314;AL MARECHAL DEODORO, N. 2544;VILA NOVA;Santo André;São Paulo;1832378;S;10/03/2020
102737;ALINE CARVALHO ASSUNCAO;76293387759;18/11/1958;F;alineassuncao709@hotmail.com;11 981518502;AV dos Andradas, N. 317;JARDIM DAS FLORES;GUARULHOS;sp;08500-084;N;02/04/2025
102738;JULIA ROCHA SILVA;70891271414;28/04/1969;F;julia.silva826@outlook.com;11 969625001;Avenida Castro Alves, N. 1484;BOA VISTA;Guarulhos;sp;04476-023;S;17/06/2021
102739;MÁRCIA M. CARVALHO;009.276.487-84;22/07/2001;F;marciacarvalho621@outlook.com;11991166401;RUA CASTRO ALVES, N. 663;SANTA CECÍLIA;São Paulo;São Paulo;01499841;N;08/05/2022
102740;RENATA ARAÚJO RIBEIRO;35662366756;13/12/1974;F;renataribeiro115@uol.com.br;51 995532249;RUA BRASIL, Nº 2234;JARDIM DAS FLORES;P. Alegre;rs;92603-650;N;19/05/2023
102741;ANA ALVES MOREIRA;458.381.943-91;11/09/1992;F;ana.moreira953@hotmail.com;(51) 99541-5602;RUA CASTRO ALVES, N. 1813 - BLOCO B APTO 104;JARDIM DAS FLORES;Porto Alegre - RS;Rio Grande do Sul;91366-664;;26/06/2019
102742;LETICIA SANTOS MELO;54150197580;21/10/1984;F;leticia_mel664@outlook.com;96198-6014;R. Paulista, nº 628;BELA VISTA;Rio de Janeiro;rj;27996654;N;21/04/2020
102743;SIMONE R. BRANDÃO;94193100278;13/10/1991;F;simone_bra122@outlook.com;(21) 7520-6142;RUA DAS FLORES, N. 2544 - APTO 31;VILA NOVA;NITEROI;rj;26691-607;S;04/07/2022
102744;ALINE M. CARDOSO;286.639.382-17;14/03/1997;F;aline_car802@bol.com.br;62 962698407;RUA Dom Pedro II, 2503 - Casa 2;PARQUE INDUSTRIAL;Goiânia;go;77482892;S;05/07/2019
102745;HENRIQUE LIMA ARAÚJO MOREIRA;52599403502;27/01/1983;M; HENRIQUEMOREIRA734@GMAIL.COM ;(51) 97596-5237;Rua Presidente Vargas, N. 292;VILA NOVA;PORTO ALEGRE;RS;95421124;;14/09/2025
102746;LETICIA SILVA FERREIRA;51588989879;29/05/1978;F;leticiaferreira515@hotmail.com;11 986419453;RUA PRESIDENTE VARGAS, 476;SANTO ANTÔNIO;São Paulo;SP;9884707;S;18/11/2021
102747;BRUNO SOUZA MOREIRA NUNES;867.679.799-45;23/03/2003;M;bruno.nunes887@uol.com.br;11979864846;Travessa Dom Pedro II, N. 1354;SANTA CECÍLIA;São Paulo;SP;03974-722;N;22/04/2021
102748;ALINE MAGALHAES NUNES;64580382877;05/05/2003;F;aline.nunes517@gmail.com;19 70674747;AV. SÃO JOÃO, 461 - BLOCO B APTO 104;VILA MARIANA;Campinas;SP;18318932;N;02/10/2020
102749;ISABELA SANTOS;88038670159;20/08/1964;F;isabela.santos48434@uol.com.br;16 68629768;Alameda Castro Alves, nº 1763 - Fundos;SÃO JOSÉ;Ribeirão Preto;sp;11441-516;;27/08/2019
102750;GUSTAVO SILVA;918.842.072-86;02/01/1988;M;gustavosilva684@hotmail.com;(71) 98601-2222;RUA São João, nº 2904;JARDIM DAS FLORES;Salvador;BA;43657968;S;14/08/2019
102751;SÔNIA ASSUNÃÇO CARVALHO;50760430829;19/09/1994;F;soniacarvalho787@hotmial.com;96822-9009;AL Getúlio Vargas, nº 2335 - Apto 31;JARDIM AMÉRICA;Curitiba;pr;81521-975;N;06/11/2025
102752;WAGNER ANDRADE MELO;786.235.044-88;23/06/1976;M;wagnermelo89@outlook.com;11961311470;Avenida São João, N. 589;VILA NOVA;Santo André;SP;06436-091;N;14/12/2020
102753;HENRIQUE NASCIMENTO;144.000.963-51;28/04/1966;M;henriquenascimento181@outlook.com;1178558947;R Dom Pedro II, 1863;VILA NOVA;São Paulo;SP;03191-793;S;08/12/2021
102754;TÂNIA CARDOSO NASCIMENTO CARDOSO;96396091100;14/07/1942;F;taniacardoso478@gmail.com;21981887469;RUA BRASIL, Nº 1585 - APTO 31;BOA VISTA;Rio de Janeiro;rj;27678509;N;03/11/2021
102755;CLAUDIA ANDRADE RIBEIRO;20944030688;16/12/1987;F;claudia.ribeiro538@yahoo.com.bt;(21) 99318-4711;ALAMEDA BRASIL, N. S/N;JARDIM DAS FLORES;Rio de Janeiro;RJ;25267668;S;17/09/2020
102756;FERNANDA MARTINS BRANDAO NUNES;205.735.943-33;23/05/1992;F;;(19) 96095-3353;AVENIDA GETÚLIO VARGAS, Nº 691;CENTRO;Campinas;sp;14806-208;S;06/05/2022
102757;ALINE ORDRIGUES;517.182.784-20;22/04/1971;;;61 964631375;RUA São João, 2734 - Bloco B Apto 104;BOA VISTA;Brasília;DF;77498-545;S;05/08/2025
102758;RAFAEL LIMA;71601894260;24/03/1989;M;rafaellima919@uol.com.br;4170547543;AV GETÚLIO VARGAS, Nº 1270;VILA NOVA;Curitiba;Paraná;81966-217;N;17/01/2023
102759;RAQUEL SILVA NASCMIENTO;877.556.649-45;19/10/1990;F;;(19) 6617-5739;Rua Paulista, 2100;BOA VISTA;Campinas;sp;18192984;S;17/01/2023
102760;LUCAS MENDES;55595903040;31/08/1969;M;lucas_men587@hotmail.com;(19) 98205-3936;RUA TIRADENTES, N. 2964;VILA MARIANA;CAMPINAS;SP;15936394;N;16/04/2019
102761;FERNANDA MAGALHAES ANDRADE GUIMARAES;611.138.165-20;20/05/1979;F;fernandaguimaraes379@hotmail.com;19970459332;RUA DOM PEDRO II, 1625;BELA VISTA;Campinas;São Paulo;15153860;S;29/11/2023
102762;ANTONIO  RODRIGUES ;2,97898E+10;13/01/1993;M; ANTONIO.RODRIGUES710@BOL.COM.BR ;31 965612227;RUA DOS IPÊS, 1898 - FUNDOS;JARDIM DAS FLORES;BELO HORIZONTE;MG;35869054;S;16/10/2022
102763;GUSTAVO ANDRADE;261.703.290-68;02/07/1987;M;gustavoandrade829@bol.com.br;51 978292467;R DAS PALMEIRAS, 418;JARDIM DAS FLORES;Porto Alegre;rs;94175876;S;13/04/2020
102764;ANA RIBEIRO GUIMARÃES;7,18263E+10;01/01/1900;F;ana.guimaraes1@yahoo.com.br;11992891819;PRAÇA GETÚLIO VARGAS, Nº 1821;CENTRO;São Paulo;SP;3781723;N;17/09/2025
102765;BRUNO M. CARVALHO MOREIRA;60721418899;14/05/1969;M;bruno.moreira932@gmail.com;11994439292;Alameda Santos Dumont, N. 2581 - Bloco B Apto 104;JARDIM DAS FLORES;Santo André;SP;4211366;N;17/05/2020
102766;JOSE PEIXOTO NUNES;94774729809;02/07/1982;I;jose.nunes213@outlook.com;11999838389;AV SETE DE SETEMBRO, Nº 2940 - CASA 2;VILA NOVA;SAO PAULO;São Paulo;05569-824;S;19/08/2024
102767;CÉSAR SILVA ARAÚJO;98002173120;28/06/1976;M;cesararaujo1814@outlook.com;31989212855;R DOS ANDRADAS, Nº 443;BELA VISTA;Belo Horizonte;Minas Gerais;33874-245;S;04/06/2020
102768;NATALIA NASCIMENTO NUNES CARDOSO;21009239430;07/11/1983;F;natalia_car526@outlook.com;(71) 97024-1991;R. DA LIBERDADE, Nº 847;LIBERDADE;salvador ;BA;47612204;S;08/04/2025
102769;DR. SIMONE RODRIGUES PEREIRA;507.663.863-92;06/05/1999;F;simone_per320@gmail.com;(11) 6246-6862;Avenida Presidente Vargas, N. 2343 - Bloco B Apto 104;SÃO JOSÉ;São Paulo;sp;07557618;S;05/05/2025
102770;SIMONE C. ROCHA;254.754.301-01;30/09/1989;F;simone.rocha936@hotmail.com;(51) 8695-9134;RUA SETE DE SETEMBRO, Nº 2839;SANTA CECÍLIA;Porto Alegre;;93867824;N;27/01/2023
102771;JOSE GUIMARAES RODRIGUES;49763451574;20/06/1997;;joserodrigues146@uol.com.br;31987422064;RUA RIO BRANCO, 649;BOA VISTA;belo horizonte ;MG;31634-958;N;09/10/2024
102772;PATRÍCIA CARDOSO;57756866088;12/01/1988;F;patricia_car256@hotmail.com;32975523145;R. Tiradentes, nº S/N;BOA VISTA;Juiz de Fora;MG;39611-591;N;16/05/2025
102773;MARCIO NASCIMENTO MAGALHAES;882.105.441-10;25/03/1993;M;marcio.magalhaes766@hotmail.com;61 982369877;PRACA XV de Novembro, 1873;JARDIM AMÉRICA;BRASILIA;Distrito Federal;72793-374;S;18/10/2020
102774;GUSTAVO GUIMARÃES;98450349427;24/05/1986;M;gustavo.guimaraes275@outlook.com;(21) 98156-3890;Rua Paulista, 160;PARQUE INDUSTRIAL;Niterói;rj;24025081;N;02/12/2022
102775;PATRICIA BARBOSA LIMA;73437905287;07/05/2000;F;patricia.lima434@bol.com.br;1187516352;R. DA LIBERDADE, 1641;BELA VISTA;São Paulo;SP;05286-182;S;18/06/2024
102776;ANA LIMA;23292317681;17/02/1977;F;analima146@outlook.com;81 93256744;Rua XV de Novembro, nº 2131;PARQUE INDUSTRIAL;Recife;PE;54152872;S;01/08/2020
102777;LARISSA SILVA DIAS;03077223503;09/08/1997;F;larissa.dias750@hotmail.com;(21) 98844-4838;Av. Presidente Vargas, nº 803;JARDIM DAS FLORES;Rio de Janeiro;RJ;27439751;N;05/11/2020
102778;GUSTAVO ROCHA MELO;99912796950;04/06/1961;M;gustavo.melo778@bol.com.br;51 973787934;RUA DOS IPÊS, Nº 1672;VILA NOVA;porto alegre ;Rio Grande do Sul;98974-793;;17/05/2020
102779;CLAUDIA ALVES ASSUNCAO;53987551020;18/09/1975;F;claudiaassuncao218@hotmail.com;;R BRASIL, Nº 2790 - APTO 12;JARDIM DAS FLORES;São Paulo;São Paulo;02373154;S;03/06/2023
102780;VINICIUS B. SOUZA RIBEIRO;86605194187;08/09/1957;M;vinicius_rib974@uol.com.br;(21) 97670-9597;AV. DA LIBERDADE, N. 1893;SANTO ANTÔNIO;Rio de Janeiro;rj;28221-670;S;31/07/2021
102781;WAGNER PEIXOTO LIMA;83430011256;06/06/1990;M; WAGNER.LIMA100@UOL.COM.BR ;;AVENIDA BRASIL, N. 841;VILA NOVA;São Paulo;São Paulo;04354775;N;16/02/2022
102782;PRISCILA PEREIRA MAGALHAES;23735248489;24/07/1959;F;priscilamagalhaes592@gmail.com;11974897373;RUA Marechal Deodoro, nº 2887 - Casa 2;JARDIM DAS FLORES;São Paulo;SP;04568-831;N;09/12/2023
102783;BEATRIZ MOREIRA PEREIRA;38029096828;27/02/1936;F;beatriz_per40282@gmail.com;(41) 96495-7532;AVENIDA SÃO JOÃO, Nº 2096;BELA VISTA;CURITIBA;pr;86868019;N;07/03/2021
102784;FERNANDO MOREIRA;228.563.239-87;12/11/1982;M;fernandomoreira752@hotmail.com;(71) 98545-4216;RUA DOM PEDRO II, N. 1005;SÃO JOSÉ;Salvador - BA;BA;42774-160;N;24/09/2021
102785;BRUNO PREEIRA BARBOSA;45066932135;14/02/1981;M;;6175766268;RUA XV DE NOVEMBRO, 1535 - BLOCO B APTO 104;VILA NOVA;Brasília - DF;DF;71926-309;S;02/07/2023
102786;FERNANDO SILVA;401.624.039-50;31/12/1933;;fernando_sil160@hotmail.com;19987981201;Av. das Flores, 1935;VILA MARIANA;Campinas;SP;13980315;S;31/12/2021
102787;HELENA SOUZA;215.564.489-29;29/05/1984;F;helena.souza76657@bol.com.br;99005-7142;Praça dos Andradas, 1998 - Casa 2;VILA NOVA;Rio de Janeiro;RJ;22194375;S;19/01/2021
102788;RODRIGO ASSUNÇÃO NASCIMENTO;29909450917;28/05/1953;M;rodrigonascimento596@uol.com.br;99774-7251;RUA BRASIL, N. 2432;VILA NOVA;Rio de Janeiro;RJ;23069911;;05/07/2024
102789;CAIO  MACHADO BARBOSA ;26922593782;05/11/1976;M;caio.barbosa193@uol.com.br;61 988002951;R TIRADENTES, Nº S/N;BELA VISTA;Brasília;;79977194;N;01/04/2019
102790;TÂNIA GOMES MOREIRA;183.177.871-84;10/05/1982;F;taniamoreira398@uol.com.br;11 962111185;R. Paulista, 2421;JARDIM AMÉRICA;São Paulo;SP;06784-728;S;25/02/2022
102791;LARISSA A. ALVES;996.747.425-49;26/08/1976;F;larissa_alv296@outlook.com;11999055425;AVENIDA GETÚLIO VARGAS, Nº 552;BOA VISTA;Santo André;SP;07754-603;N;17/01/2022
102792;MARCELO PEREIRA BRANDAO;55313207930;11/10/1996;M;marcelo.brandao208@hotmail.com;11963767071;Alameda Rio Branco, 1394;SANTO ANTÔNIO;Guarulhos;São Paulo;04951-737;S;24/02/2025
102793;ANA DIAS;39300348248;25/04/1997;I;ana_dia896@hotmail.com;11979099943;Avenida Rio Branco, N. 289;SANTA CECÍLIA;Guarulhos;SP;07381-749;S;14/09/2019
102794;JOANA RODRIGUES;27708518024;10/03/1999;F;joanarodrigues348@uol.com.br;21 963931592;Rua XV de Novembro, nº 1251;VILA NOVA;Rio de Janeiro;RJ;23422-531;S;30/12/2020
102795;RAQUEL CARVALHO RODRIGUES;62662488832;31/07/1985;F;raquelrodrigues918@uol.com.br;81997263654;AVENIDA DOS IPÊS, N. 95;JARDIM AMÉRICA;Recife;PE;56261554;N;31/01/2025
102796;JOANA MARQUES;4,61501E+10;13/11/2000;F;joana_mar309@yahoo.com.br;11967038087;AV Santos Dumont, nº 2184;CENTRO;São Paulo;SP;01038-470;S;19/06/2025
102797;ISABELA MENDES OLIVEIRA;50412669480;09/10/1980;F;isabela_oli751@bol.com.br;11962642295;Rua das Palmeiras, nº 108 - Bloco B Apto 104;BELA VISTA;São Paulo;SP;03902-648;S;01/10/2025
102798;RAQUEL GUIMARÃES;079.237.856-35;17/04/1990;F;raquelguimaraes348@gmail.com;(71) 97897-9744;Avenida dos Ipês, N. 2312 - Apto 12;CENTRO;Salvador;BA;47756-152;S;22/10/2020
102799;CECILIA FREITAS NASCIMENTO;97697699320;16/10/1986;F;cecilia_nas640@yahoo.com.br;11 970277021;R PRESIDENTE VARGAS, Nº 2171;BELA VISTA;São Paulo;sp;02728-551;;23/01/2024
102800;LUÍS SANTOS ROCHA;152.523.060-36;14/09/1993;M;luis_roc512@uol.com.br;41 962412051;RUA DOS IPÊS, N. 2623;LIBERDADE;Curitiba - PR;pr;85002-366;S;04/05/2019
102801;CLAUDIA MENDES SANTOS MARQUES;55096943607;28/05/1971;I;;71962007733;RUA São João, N. 1284;BOA VISTA;Salvador;Bahia;43953-843;N;25/10/2022
102802;MARCIA CONCEICAO ARAUJO;565.376.592-99;26/07/1990;F;marciaaraujo561@gmail.com;11 98424914;RUA Getúlio Vargas, N. 102;SANTA CECÍLIA;São Paulo;sp;02789-938;N;25/02/2024
102803;RENATA MELO;602.226.031-00;05/09/2001;F;renata.melo489@yahoo.com.br;62 967249596;Rua Rio Branco, 1842;SÃO JOSÉ;Goiânia;Goiás;72645-373;S;19/11/2019
102804;RENATA MACHADO GUIMARAES;52882949847;03/05/1986;F;renata.guimaraes789@hotmail.com;48 992354062;RUA MARECHAL DEODORO, N. 1128;LIBERDADE;Florianópolis - SC;SC;82039824;S;24/02/2024
102805;LUCAS ROCHA;5,27279E+10;27/06/1999;M;lucasrocha298@yaho.com.br;16974892100;R. Brasil, nº 2265;BOA VISTA;Ribeirão Preto;SP;19316795;S;24/06/2021
102806;LUCAS ARAÚJO;85046179636;20/01/1999;M;lucas_ara29@bol.com.br;41 60348111;Avenida Dom Pedro II, N. 752;SANTO ANTÔNIO;Curitiba;PR;87425446;N;10/12/2024
102807;DÉBORA SILVA MAGALHÃES;41796702242;28/08/1963;F;debora.magalhaes340@gmail.com;96209174;R. Dom Pedro II, nº 170;BOA VISTA;São Paulo;SP;04561543;N;03/04/2023
102808;HENRIQUE GOMES CARVALHO;973.367.279-30;09/08/1993;M; HENRIQUE_CAR825@GMAIL.COM ;;RUA Tiradentes, N. 2297;JARDIM DAS FLORES;CAMPINAS;sp;13474-572;S;07/11/2019
102809;LARISSA CARVALHO FERREIRA;384.598.341-82;13/09/2000;F;;(41) 99281-6527;RUA DOM PEDRO II, 1393;JARDIM AMÉRICA;Curitiba;Paraná;86154-806;S;04/11/2025
102810;GUSTAVO MENDES SANTOS;230.852.831-10;09/02/2003;M;gustavo.santos828@uol.com.br;91637443;Rua das Palmeiras, nº 2059;CENTRO;São Paulo;sp;4969580;S;08/03/2025
102811;ANDRE RODRIGUES;29118352804;18/01/1986;M;andrerodrigues669@outlook.com;96043-3859;Avenida São João, N. 1181 - Apto 12;JARDIM AMÉRICA;São Paulo;sp;04479468;S;14/05/2025
102812;PRISCILA SILVA ROCHA;1623797225;01/11/1984;F;priscilarocha414@outlook.com;11 965436030;Rua São João, nº 662 - Apto 31;VILA NOVA;São Paulo;SP;03135913;N;23/05/2021
102813;LUCIA GUIMARAES;38843657623;14/07/1935;F;luciaguimaraes544@hotmail.com;21 972603162;RUA XV de Novembro, 1375;CENTRO;Rio de Janeiro;Rio de Janeiro;22527-694;S;15/03/2019
102814;DRA. GUSTAVO NASCIMENTO MENDES;36254850010;18/12/1980;M;gustavomendes633@hotmail.com;21 92467199;AVENIDA PAULISTA, Nº 611;BOA VISTA;Rio de Janeiro;rj;28065403;N;08/05/2020
102815;FABIO MOREIRA;951.972.585-78;31/10/1947;M; FABIO.MOREIRA9887@YAHOO.COM.BR ;(16) 98539-8962;RUA das Palmeiras, S/N;SÃO JOSÉ;Ribeirão Preto;São Paulo;13871160;S;08/05/2020
102816;ISABELA RIBEIRO GOMES;78103580732;01/12/1964;F;;11998001045;R. DOM PEDRO II, Nº 2780 - FUNDOS;SANTO ANTÔNIO;São Paulo;SP;04699-709;;29/11/2023
102817;HELENA CARDOSO FREITAS GUIMARAES;93426339439;19/01/1993;F;helena_gui915@yahoo.com.br;16 998304698;R BRASIL, Nº 2530;BELA VISTA;RIBEIRAO PRETO;SP;14101-837;S;17/08/2019
102818;NATALIA BRANDAO SANTOS;497.924.978-70;06/03/1992;F;nataliasantos609@uol.com.br;(21) 98093-8479;Avenida das Palmeiras, nº 1572 - Fundos;SANTA CECÍLIA;Rio de Janeiro;rj;22971-470;N;25/11/2021
102819;LUCAS GOMES;062.084.939-86;03/06/1990;M;lucasgomes276@yahoo.com.br;61976218964;RUA DOS ANDRADAS, N. 504;JARDIM AMÉRICA;Brasília;df;79310-981;S;24/01/2022
102820;OTÁVIO COSTA GUIMARÃES ANDRADE;51912405709;10/08/1990;M;otavio_and3033@yahoo.com.br;(41) 99367-7923;Avenida das Flores, N. 1472;JARDIM AMÉRICA;Curitiba;Paraná;83519328;N;20/03/2019
102821;PATRÍCIA LIMA;43351900856;25/07/1977;F;patricia_lim419@outlook.com;97068-7881;RUA RIO BRANCO, N. 62 - APTO 12;BOA VISTA;rio de janeiro ;RJ;22196320;S;08/10/2022
102822;GABRIELA FREIATS GUIMARAES;12387487672;25/04/1998;F;gabriela_gui365@gmail.com;11976716953;AVENIDA SANTOS DUMONT, Nº 1888;SANTO ANTÔNIO;Guarulhos;sp;08999-796;S;26/01/2023
102823;BEATRIZ SOUZA BARBOSA;93381237233;05/05/1990;F;beatrizbarbosa660@yahoo.com.br;(31) 9391-1628;Avenida da Liberdade, nº 90;BELA VISTA;Belo Horizonte;mg;35321-918;N;25/07/2021
102824;JOANA MOREIRA SANTOS FERREIRA;67395901258;11/05/1996;F;joanaferreira768@yahoo.com.br;19 963974926;RUA SÃO JOÃO, Nº 637;JARDIM AMÉRICA;Campinas;SP;15926317;N;15/10/2022
102825;RAFAEL ASSUNÇÃO BRANDÃO BRANDÃO;20128865407;04/05/1982;M;rafael_bra847@yahoo.com.br;;AV CASTRO ALVES, Nº 269;JARDIM AMÉRICA;Belo Horizonte;MG;37042578;N;12/05/2022
102826;LUÍZA GUIMARÃES SOUZA;96844280300;19/12/1974;F;luiza.souza330@yahoo.com.br;41 992194067;RUA dos Andradas, nº 2261;JARDIM AMÉRICA;Curitiba;pr;88536-449;S;15/11/2023
102827;CAMILA DIAS BRANDÃO;32457975871;04/12/1977;F;camila_bra384@yahoo.com.br;41986731456;TRAVESSA PRESIDENTE VARGAS, N. 2176;BELA VISTA;Curitiba;PR;81687748;S;25/01/2021
102828;ANTÔNIO MENDES CARDOSO;00518847047;06/08/1988;M;;31 962003277;R TIRADENTES, 1930;CENTRO;Belo Horizonte;Minas Gerais;38026-122;;08/01/2022
102829;MARCIA SILVA MAGALHAES;937.940.854-42;21/01/1984;I;marcia_mag914@outlook.com;11 968593869;RUA SETE DE SETEMBRO, 69;VILA NOVA;SP;São Paulo;08850-227;S;16/07/2023
102830;ALINE LIMA ROCHA;80737211121;26/11/1990;F;aline.rocha200@yahoo.com.br;32993545021;R. DAS PALMEIRAS, Nº 234;SÃO JOSÉ;Juiz de Fora;MG;33343033;N;26/10/2019
102831;EDUARDO COSTA LIMA;77968772113;15/01/1985;M;eduardo.lima50@gmail.com;(11) 97387-5040;Av. São João, nº 880;VILA MARIANA;Guarulhos - SP;São Paulo;05912902;N;05/07/2019
102832;ANA PEIXOTO;60216962200;19/11/1992;; ANAPEIXOTO76@YAHOO.COM.BR ;1189441552;R SÃO JOÃO, Nº 2304 - FUNDOS;SÃO JOSÉ;São Paulo;sp;09609-085;;30/11/2019
102833;JULIA ASSUNCAO BARBOSA;658.504.222-00;15/02/1987;F;julia.barbosa468@outlook.com;31981491475;Av. Dom Pedro II, 2257 - Casa 2;SANTA CECÍLIA;B. Horizonte;MG;39500822;N;20/09/2020
102834;VINICIUS ARAUJO;83142024794;22/09/1995;M;vinicius.araujo682@hotmail.com;11964632143;AVENIDA TIRADENTES, Nº 2278 - APTO 12;BELA VISTA;São Paulo;São Paulo;04036-416;S;25/09/2022
102835;SERGIO CONCEICAO BARBOSA;13945715504;25/11/1964;M;sergio_bar757@bol.com.br;51993343972;TRAVESSA BRASIL, Nº 1334 - FUNDOS;PARQUE INDUSTRIAL;Porto Alegre;RS;91770225;S;20/11/2025
102836;MÁRCIA ARAÚJO ROCHA GOMES;77106527432;04/03/1997;F;marcia_gom393@yahoo.com.br;1687771670;RUA São João, N. 587;JARDIM AMÉRICA;Ribeirão Preto;SP;15450587;N;21/07/2024
102837;HELENA FERREIRA GOMES;76929088692;31/12/1933;F;helena_gom90@bol.com.br;51966566254;RUA DOS IPÊS, 2618;SANTA CECÍLIA;Porto Alegre;rs;96111161;S;31/12/2021
102838;BRUNO  FREITAS ;81972117602;18/06/2001;M;bruno.freitas994@uol.com.br;19 962442967;RUA DAS FLORES, Nº 1553;VILA NOVA;Campinas;SP;11446192;S;11/08/2023
102839;MARCELO GOMES GUIMARAES MARQUES;934.848.196-77;25/11/1976;M;marcelomarques20@bol.com.br;1984059950;RUA BRASIL, Nº 886;BELA VISTA;Campinas;SP;12607-172;S;20/03/2024
102840;FÁBIO MACHADO MACHADO;787.572.810-09;26/04/1990;M;fabiomachado717@yahoo.com.br;(21) 97676-7098;Rua Santos Dumont, nº 792;PARQUE INDUSTRIAL;Rio de Janeiro - RJ;rj;28272-813;N;02/04/2023
102841;SIMONE  PEIXOTO CARVALHO ;6,52993E+10;05/09/1980;F; SIMONE.CARVALHO474@HOTMAIL.COM ;11970585312;R DAS FLORES, 2651;JARDIM AMÉRICA;são paulo ;SP;04185-358;N;16/01/2024
102842;MARIANA MELO NUNES;312.597.296-56;10/12/2000;F;mariana.nunes511@uol.com.br;51 978597187;AV CASTRO ALVES, Nº 2303;JARDIM DAS FLORES;Porto Alegre;RS;98342-971;S;25/03/2020
102843;PATRÍCIA PEREIRA;30390883190;29/11/1993;F;patriciapereira791@yahoo.com.br;61985495851;Av. Castro Alves, 947;JARDIM DAS FLORES;Brasília;Distrito Federal;76986888;N;12/04/2021
102844;PATRICIA MELO CARVALHO;518.604.690-60;24/10/1998;F; PATRICIACARVALHO164@OUTLOOK.COM ;41981682065;R. DOM PEDRO II, 129;SANTA CECÍLIA;CURITIBA;PR;83497971;N;27/02/2019
102845;HELIO NUNES SILVA;37568589447;11/12/1991;M;heliosilva764@yahoo.com.br;;AVENIDA DAS PALMEIRAS, 2813;VILA NOVA;São Paulo;sp;08387-656;N;04/11/2025
102846;VITORIA FERREIRA ALVES;31708947140;28/10/1985;F;;11 78662400;R. das Flores, 1362;JARDIM DAS FLORES;Guarulhos;São Paulo;01237-421;S;29/01/2019
102847;MARCIA MACHADO OLIVEIRA;950.797.779-15;18/03/1993;F; MARCIAOLIVEIRA460@OUTLOOK.COM ;96847-6429;Avenida XV de Novembro, nº 2993;LIBERDADE;Curitiba;Paraná;83596370;N;23/12/2022
